True,l,"[341, 379]","[334, 381]","[323, 384]","[315, 388]","[306, 392]","[300, 394]","[294, 397]","[292, 399]","[289, 400]","[287, 401]","[284, 404]","[284, 405]","[283, 405]","[282, 406]","[281, 407]","[279, 408]","[276, 409]","[275, 410]","[273, 413]","[271, 414]","[268, 415]","[267, 415]","[265, 416]","[264, 417]","[264, 418]","[263, 418]","[262, 418]","[261, 418]","[260, 418]","[259, 418]","[259, 417]","[259, 416]","[259, 415]","[259, 414]","[259, 413]","[259, 411]","[259, 410]","[259, 409]","[259, 408]","[259, 407]","[259, 406]","[259, 405]","[259, 405]"
True,l,"[469, 436]","[463, 445]","[454, 459]","[444, 471]","[436, 483]","[427, 492]","[418, 499]","[410, 506]","[403, 512]","[398, 514]","[395, 515]","[393, 515]","[391, 515]","[390, 515]","[388, 515]","[385, 515]","[382, 510]","[377, 499]","[372, 489]","[369, 478]","[367, 467]","[365, 453]","[365, 440]","[366, 429]","[368, 420]","[370, 414]","[375, 406]","[380, 400]","[385, 393]","[392, 388]","[401, 382]","[408, 379]","[415, 378]","[419, 376]","[423, 376]","[426, 376]","[427, 376]","[428, 376]","[429, 376]","[430, 376]","[431, 376]","[432, 376]","[432, 376]"
True,l,"[483, 281]","[477, 279]","[465, 277]","[453, 276]","[439, 275]","[426, 271]","[413, 270]","[399, 266]","[385, 262]","[372, 259]","[360, 257]","[351, 250]","[344, 248]","[335, 244]","[329, 242]","[322, 240]","[318, 238]","[314, 236]","[311, 235]","[309, 234]","[307, 233]","[305, 233]","[304, 233]","[303, 233]","[302, 233]","[301, 233]","[298, 233]","[296, 233]","[295, 233]","[293, 233]","[289, 232]","[287, 231]","[283, 230]","[276, 229]","[268, 224]","[263, 222]","[254, 220]","[248, 216]","[241, 213]","[237, 211]","[231, 207]","[227, 204]","[221, 198]","[218, 195]","[215, 191]","[212, 187]","[210, 185]","[209, 185]","[208, 183]","[208, 182]","[207, 182]","[207, 182]"
True,l,"[177, 319]","[175, 326]","[173, 335]","[171, 341]","[168, 348]","[165, 353]","[163, 357]","[162, 361]","[161, 364]","[160, 366]","[159, 369]","[156, 372]","[156, 375]","[155, 380]","[154, 382]","[153, 388]","[152, 392]","[151, 396]","[150, 400]","[149, 405]","[147, 410]","[146, 415]","[145, 419]","[144, 426]","[143, 429]","[142, 436]","[141, 441]","[140, 445]","[139, 448]","[137, 450]","[137, 452]","[137, 454]","[136, 457]","[136, 459]","[136, 461]","[136, 464]","[136, 467]","[136, 468]","[136, 470]","[136, 471]","[136, 473]","[136, 475]","[136, 476]","[136, 477]","[136, 477]"

